Country_name,year,Life_Ladder,Log_GDP_per_capita_x,Social_support_x,Healthy_life_expectancy_at_birth_x,Freedom_to_make_life_choices_x,Generosity_x,Perceptions_of_corruption_x,Regional_indicator,level_happiness,Life_Ladder_Avg,Log_GDP_per_capita_y,Social_support_y,Healthy_life_expectancy_at_birth_y,Freedom_to_make_life_choices_y,Generosity_y,Perceptions_of_corruption_y,MAE
Montenegro,2019,5.386,9.97,0.832,68.7,0.694,-0.105,0.82,Central and Eastern Europe,1,5.386,9.97,0.832,68.7,0.694,-0.105,0.82,0.0
Montenegro,2020,5.54610014,9.751860619,0.855314612,68.50534821,0.649565637,-0.075600356,0.783121586,Central and Eastern Europe,1,5.389,9.8876,0.835,68.3,0.6195999999999999,-0.094,0.795,0.15710013999999983
Montenegro,2021,5.581,9.94,0.858,68.699,0.708,-0.034,0.812,Central and Eastern Europe,1,5.442,9.8759721238,0.8580629223999999,68.42106964199999,0.6329131273999999,-0.0803200711999999,0.7954243172,0.13900000000000023
Morocco,2017,5.312,8.898,0.641,65.6,0.814,-0.216,0.841,Middle East and North Africa,1,5.312,8.898,0.641,65.6,0.814,-0.216,0.841,0.0
Morocco,2018,4.897,8.914,0.554,65.9,0.773,-0.234,0.843,Middle East and North Africa,1,4.897,8.914,0.554,65.9,0.773,-0.234,0.843,0.0
Morocco,2019,5.057,8.925,0.535,66.2,0.757,-0.244,0.757,Middle East and North Africa,1,5.057,8.925,0.535,66.2,0.757,-0.244,0.757,0.0
Morocco,2020,5.094799995,8.940313339,0.592628479,65.89624023,0.772072434,-0.240377247,0.815724611,Middle East and North Africa,1,4.561,8.895599999999998,0.5982000000000001,65.6,0.7748,-0.2317999999999999,0.8,0.5337999949999999
Morocco,2021,4.918,8.903,0.56,66.208,0.774,-0.236,0.801,Middle East and North Africa,1,4.566,8.909262667799998,0.5955256958,65.77924804599999,0.7866144868,-0.2342754493999999,0.7947449221999999,0.3520000000000003
Mozambique,2017,4.28,7.157,0.678,53.2,0.823,-0.03,0.682,Sub-Saharan Africa,0,4.28,7.157,0.678,53.2,0.823,-0.03,0.682,0.0
Mozambique,2018,4.654,7.162,0.738,54.2,0.897,0.049,0.691,Sub-Saharan Africa,0,4.654,7.162,0.738,54.2,0.897,0.049,0.691,0.0
Mozambique,2019,4.932,7.155,0.742,55.2,0.87,0.073,0.682,Sub-Saharan Africa,0,4.932,7.155,0.742,55.2,0.87,0.073,0.682,0.0
Mozambique,2020,4.623600006,7.069345951,0.723874032,54.20582199,0.864451885,0.032375868,0.683019102,Sub-Saharan Africa,0,4.102,7.1188,0.7283999999999999,52.424,0.8084,0.0314,0.6811999999999999,0.5216000059999999
Mozambique,2021,4.794,7.158,0.744,54.706,0.882,0.061,0.684,Sub-Saharan Africa,0,4.134,7.1368691902000005,0.7095748063999999,53.601164398,0.853490377,0.0426751736,0.6740038204,0.6599999999999993
Myanmar,2017,4.154,8.464,0.795,58.7,0.886,0.65,0.619,Southeast Asia,1,4.154,8.464,0.795,58.7,0.886,0.65,0.619,0.0
Myanmar,2018,4.411,8.523,0.774,59.0,0.906,0.49,0.647,Southeast Asia,1,4.411,8.523,0.774,59.0,0.906,0.49,0.647,0.0
Myanmar,2019,4.434,8.545,0.763,59.3,0.899,0.561,0.682,Southeast Asia,1,4.434,8.545,0.763,59.3,0.899,0.561,0.682,0.0
Myanmar,2020,4.308000088,8.680481911,0.78440702,58.96171188,0.895075202,0.560663998,0.645124316,Southeast Asia,1,5.149,8.459800000000001,0.7754,58.7,0.8752000000000001,0.6135999999999999,0.6376000000000001,0.840999912
Myanmar,2021,4.426,8.541,0.779,59.302,0.876,0.509,0.66,Southeast Asia,1,5.18,8.5240963822,0.781881404,58.87234237599999,0.8926150404,0.5881327996000001,0.6400248632000001,0.7539999999999996
Namibia,2017,4.441,9.215,0.828,56.2,0.81,-0.19,0.831,Sub-Saharan Africa,0,4.441,9.215,0.828,56.2,0.81,-0.19,0.831,0.0
Namibia,2018,4.834,9.204,0.864,56.5,0.754,-0.169,0.846,Sub-Saharan Africa,0,4.834,9.204,0.864,56.5,0.754,-0.169,0.846,0.0
Namibia,2019,4.436,9.173,0.845,56.8,0.739,-0.174,0.879,Sub-Saharan Africa,0,4.436,9.173,0.845,56.8,0.739,-0.174,0.879,0.0
Namibia,2020,4.571100235,9.203141212,0.846880972,56.50148773,0.767520964,-0.18530646,0.851449788,Sub-Saharan Africa,0,4.979,9.073,0.8158,56.7924,0.8056000000000001,-0.0414,0.8012,0.4078997649999998
Namibia,2021,4.574,9.161,0.818,56.799,0.719,-0.149,0.847,Sub-Saharan Africa,0,4.914,9.2054282424,0.8293761944,56.232297546000005,0.7839041928,-0.180261292,0.8394899576,0.33999999999999986
Nepal,2017,4.737,8.039,0.816,62.4,0.845,0.134,0.77,South Asia,0,4.737,8.039,0.816,62.4,0.845,0.134,0.77,0.0
Nepal,2018,4.91,8.087,0.768,63.5,0.77,0.122,0.742,South Asia,0,4.91,8.087,0.768,63.5,0.77,0.122,0.742,0.0
Nepal,2019,5.449,8.136,0.772,64.6,0.79,0.167,0.712,South Asia,0,5.449,8.136,0.772,64.6,0.79,0.167,0.712,0.0
Nepal,2020,5.137199879,7.925357342,0.785512447,63.77917862,0.797565043,0.154168829,0.738099158,South Asia,0,4.778,8.0422,0.7882,62.4,0.8013999999999999,0.1636,0.773,0.35919987900000017
Nepal,2021,5.269,8.12,0.774,64.233,0.782,0.152,0.727,South Asia,0,4.791,8.0320714684,0.7957024894000001,63.115835724,0.8083130085999999,0.1490337658,0.7558198315999999,0.47799999999999976
Netherlands,2017,7.459,10.921,0.937,72.2,0.92,0.25,0.363,Western Europe,2,7.459,10.921,0.937,72.2,0.92,0.25,0.363,0.0
Netherlands,2018,7.463,10.941,0.939,72.3,0.92,0.161,0.371,Western Europe,2,7.463,10.941,0.939,72.3,0.92,0.161,0.371,0.0
Netherlands,2019,7.425,10.953,0.941,72.4,0.886,0.213,0.36,Western Europe,2,7.425,10.953,0.941,72.4,0.886,0.213,0.36,0.0
Netherlands,2020,7.448900223,10.81271172,0.93913883,72.30091858,0.908547819,0.20761244,0.364717126,Western Europe,2,7.039,10.9192,0.9244,72.2,0.9074,0.2248,0.3878,0.4099002230000002
Netherlands,2021,7.464,10.932,0.942,72.4,0.913,0.175,0.338,Western Europe,2,7.045,10.905342344,0.936427766,72.260183716,0.9083095638,0.214122488,0.3783434252,0.4190000000000005
New Zealand,2017,7.327,10.633,0.955,73.0,0.942,0.294,0.222,North America and ANZ,2,7.327,10.633,0.955,73.0,0.942,0.294,0.222,0.0
New Zealand,2018,7.37,10.66,0.954,73.2,0.949,0.12,0.207,North America and ANZ,2,7.37,10.66,0.954,73.2,0.949,0.12,0.207,0.0
New Zealand,2019,7.205,10.666,0.939,73.4,0.912,0.157,0.234,North America and ANZ,2,7.205,10.666,0.939,73.4,0.912,0.157,0.234,0.0
New Zealand,2020,7.299600124,10.50094318,0.949118972,73.20262909,0.936217487,0.191598073,0.22113885,North America and ANZ,2,7.313,10.638,0.9544,73.0,0.9344,0.2332,0.2254,0.013399875999999367
New Zealand,2021,7.277,10.643,0.948,73.4,0.929,0.134,0.242,North America and ANZ,2,7.259,10.616588636,0.9468237944,73.120525818,0.9332434974,0.2057196146,0.2324277699999999,0.017999999999999794
Nicaragua,2017,6.476,8.7,0.838,67.2,0.922,0.01,0.673,Latin America and Caribbean,1,6.476,8.7,0.838,67.2,0.922,0.01,0.673,0.0
Nicaragua,2018,5.819,8.647,0.854,67.5,0.797,0.009,0.713,Latin America and Caribbean,1,5.819,8.647,0.854,67.5,0.797,0.009,0.713,0.0
Nicaragua,2019,6.113,8.595,0.874,67.8,0.883,0.029,0.622,Latin America and Caribbean,1,6.113,8.595,0.874,67.8,0.883,0.029,0.622,0.0
Nicaragua,2020,6.13710022,8.493160248,0.857497036,67.50717926,0.863902867,0.020959141,0.665950119,Latin America and Caribbean,1,5.872,8.649199999999999,0.8492,67.2,0.8256,0.0328,0.6934,0.2651002199999999
Nicaragua,2021,5.972,8.62,0.864,67.657,0.836,0.02,0.664,Latin America and Caribbean,1,5.875,8.620632049600001,0.8552994072000001,67.38143585200001,0.8365805734,0.0215918282,0.6809900238,0.09700000000000042
Niger,2017,4.616,7.058,0.582,53.0,0.684,-0.03,0.778,Sub-Saharan Africa,0,4.616,7.058,0.582,53.0,0.684,-0.03,0.778,0.0
Niger,2018,5.164,7.087,0.612,53.5,0.791,0.009,0.637,Sub-Saharan Africa,0,5.164,7.087,0.612,53.5,0.791,0.009,0.637,0.0
Niger,2019,5.004,7.106,0.677,54.0,0.831,0.026,0.729,Sub-Saharan Africa,0,5.004,7.106,0.677,54.0,0.831,0.026,0.729,0.0
Niger,2020,4.909599781,6.842166901,0.617435038,53.50009537,0.759772122,0.013860817,0.722530186,Sub-Saharan Africa,0,3.827,7.065599999999999,0.6534,53.0,0.7472,-0.0086,0.7322,1.0825997809999999
Niger,2021,5.074,7.098,0.641,53.78,0.806,0.018,0.693,Sub-Saharan Africa,0,3.778,7.0280333802,0.6342870076,53.300019074,0.7535544244000001,0.0005721634,0.7361060372000001,1.2959999999999998
Nigeria,2017,5.322,8.555,0.733,49.3,0.826,0.124,0.835,Sub-Saharan Africa,0,5.322,8.555,0.733,49.3,0.826,0.124,0.835,0.0
Nigeria,2018,5.252,8.548,0.741,49.7,0.79,-0.01,0.866,Sub-Saharan Africa,0,5.252,8.548,0.741,49.7,0.79,-0.01,0.866,0.0
Nigeria,2019,4.356,8.544,0.734,50.1,0.729,0.032,0.873,Sub-Saharan Africa,0,4.356,8.544,0.734,50.1,0.729,0.032,0.873,0.0
Nigeria,2020,4.724100113,8.57662487,0.73721689,49.86190796,0.759578407,0.033745807,0.861874342,Sub-Saharan Africa,0,4.571,8.567000000000002,0.765,49.3,0.7646000000000001,0.0308,0.881,0.1531001130000007
Nigeria,2021,4.759,8.533,0.74,50.102,0.737,0.037,0.878,Sub-Saharan Africa,0,4.563,8.559324974,0.750043378,49.57238159199999,0.7805156814,0.0445491613999999,0.8681748684,0.19600000000000062
North Cyprus,2018,5.608,10.490851295,0.837,73.80011236499999,0.797,0.0061135795,0.614,Western Europe,2,5.608,10.490851295,0.837,73.80011236499999,0.797,0.0061135795,0.614,0.0
North Cyprus,2019,5.467,10.490851295,0.803,73.80011236499999,0.793,0.0061135795,0.64,Western Europe,2,5.467,10.490851295,0.803,73.80011236499999,0.793,0.0061135795,0.64,0.0
North Cyprus,2020,5.53550005,10.40570259,0.820356607,73.70222473,0.79529351,0.000227159,0.62611568,Western Europe,2,6.288,10.490851295,0.8081999999999999,73.80011236499999,0.8002,0.0061135795,0.655,0.7524999500000007
North Cyprus,2021,5.536,10.576,0.82,73.898,0.795,0.012,0.626,Western Europe,2,6.275,10.473821554,0.8118713214,73.780534838,0.793258702,0.0049362954,0.641823136,0.7390000000000008
North Macedonia,2017,5.234,9.65,0.8,65.303,0.752,-0.059,0.856,Central and Eastern Europe,1,5.234,9.65,0.8,65.303,0.752,-0.059,0.856,0.0
North Macedonia,2018,5.24,9.677,0.849,65.389,0.745,-0.041,0.91,Central and Eastern Europe,1,5.24,9.677,0.849,65.389,0.745,-0.041,0.91,0.0
North Macedonia,2019,5.015,9.711,0.815,65.474,0.725,0.024,0.923,Central and Eastern Europe,1,5.015,9.711,0.815,65.474,0.725,0.024,0.923,0.0
North Macedonia,2021,5.101,9.693,0.805,65.474,0.751,0.038,0.905,Central and Eastern Europe,1,5.355,9.6582,0.8202000000000002,65.3072,0.7176000000000001,-0.0086,0.8766,0.25400000000000045
Norway,2017,7.579,11.05,0.95,73.1,0.953,0.236,0.25,Western Europe,2,7.579,11.05,0.95,73.1,0.953,0.236,0.25,0.0
Norway,2018,7.444,11.056,0.966,73.2,0.96,0.094,0.268,Western Europe,2,7.444,11.056,0.966,73.2,0.96,0.094,0.268,0.0
Norway,2019,7.442,11.061,0.942,73.3,0.954,0.111,0.271,Western Europe,2,7.442,11.061,0.942,73.3,0.954,0.111,0.271,0.0
Norway,2020,7.487999916,11.08780384,0.952486575,73.20078278,0.955750287,0.13453263,0.263218194,Western Europe,2,7.209,11.047,0.953,73.1,0.9538,0.1662,0.2996,0.27899991600000007
Norway,2021,7.392,11.053,0.954,73.3,0.96,0.093,0.27,Western Europe,2,7.195,11.057960768,0.954097315,73.160156556,0.9553500574,0.1417065259999999,0.2924436387999999,0.19700000000000006
Pakistan,2017,5.831,8.428,0.69,58.1,0.713,0.045,0.714,South Asia,0,5.831,8.428,0.69,58.1,0.713,0.045,0.714,0.0
Pakistan,2018,5.472,8.464,0.685,58.5,0.773,0.069,0.799,South Asia,0,5.472,8.464,0.685,58.5,0.773,0.069,0.799,0.0
Pakistan,2019,4.443,8.453,0.617,58.9,0.685,0.124,0.776,South Asia,0,4.443,8.453,0.617,58.9,0.685,0.124,0.776,0.0
Pakistan,2020,5.69329977,8.482727051,0.689062297,58.25313568,0.734833717,0.04489987,0.745705426,South Asia,0,4.411,8.420000000000002,0.6362,58.1,0.6784000000000001,0.0836,0.7598,1.2822997700000007
Pakistan,2021,4.934,8.458,0.651,58.709,0.726,0.098,0.787,South Asia,0,4.486,8.4443454102,0.6616124593999999,58.290627136,0.7079667434,0.075579974,0.7655410852,0.4480000000000004
Palestinian Territories,2017,4.628,8.485,0.824,62.2205,0.632,-0.163,0.831,Middle East and North Africa,1,4.628,8.485,0.824,62.2205,0.632,-0.163,0.831,0.0
Palestinian Territories,2018,4.554,8.454565736272729,0.819,62.2205,0.655,-0.1408253723636363,0.814,Middle East and North Africa,1,4.554,8.454565736272729,0.819,62.2205,0.655,-0.1408253723636363,0.814,0.0
Palestinian Territories,2019,4.483,8.454565736272729,0.833,62.2205,0.653,-0.1408253723636363,0.829,Middle East and North Africa,1,4.483,8.454565736272729,0.833,62.2205,0.653,-0.1408253723636363,0.829,0.0
Palestinian Territories,2020,4.552800179,8.389223099,0.825295925,62.25,0.645791829,-0.162079096,0.824199975,Middle East and North Africa,1,4.647,8.47442629450909,0.8119999999999999,62.2205,0.6208000000000001,-0.1453301489454545,0.8119999999999999,0.09419982100000013
Palestinian Territories,2021,4.517,8.485,0.826,62.25,0.653,-0.163,0.821,Middle East and North Africa,1,4.666,8.45627091430909,0.8238591849999999,62.2264,0.6387583658,-0.1471459681454545,0.8220399949999999,0.14900000000000002
Panama,2017,6.568,10.324,0.912,69.5,0.9,-0.17,0.841,Latin America and Caribbean,1,6.568,10.324,0.912,69.5,0.9,-0.17,0.841,0.0
Panama,2018,6.281,10.343,0.904,69.6,0.861,-0.131,0.837,Latin America and Caribbean,1,6.281,10.343,0.904,69.6,0.861,-0.131,0.837,0.0
Panama,2019,6.086,10.356,0.886,69.7,0.883,-0.199,0.869,Latin America and Caribbean,1,6.086,10.356,0.886,69.7,0.883,-0.199,0.869,0.0
Panama,2020,6.304800034,10.03423405,0.902094483,69.60301208,0.880366504,-0.153927714,0.851588905,Latin America and Caribbean,1,6.529,10.313,0.8934,69.49999999999999,0.875,-0.1217999999999999,0.8388,0.22419996599999958
Panama,2021,6.18,10.35,0.896,69.652,0.872,-0.166,0.856,Latin America and Caribbean,1,6.494,10.26884681,0.8972188966000001,69.560602416,0.8816733008,-0.1511855428,0.8471177809999999,0.31400000000000006
Paraguay,2017,5.713,9.441,0.902,65.5,0.891,0.003,0.81,Latin America and Caribbean,1,5.713,9.441,0.902,65.5,0.891,0.003,0.81,0.0
Paraguay,2019,5.653,9.448,0.892,65.9,0.876,0.028,0.882,Latin America and Caribbean,1,5.653,9.448,0.892,65.9,0.876,0.028,0.882,0.0
Paraguay,2020,5.692100048,9.389982224,0.898727894,65.63993835,0.885923445,0.007997713,0.834788501,Latin America and Caribbean,1,6.222,9.4064,0.9214,65.356,0.8371999999999999,-0.0099999999999999,0.8146000000000001,0.5298999520000001
Paraguay,2021,5.653,9.448,0.893,65.9,0.876,0.028,0.882,Latin America and Caribbean,1,6.215,9.4123964448,0.9093455788,65.48798766999998,0.862584689,-0.0080004573999999,0.8291577002,0.5620000000000003
Peru,2017,5.711,9.434,0.83,67.8,0.827,-0.154,0.895,Latin America and Caribbean,1,5.711,9.434,0.83,67.8,0.827,-0.154,0.895,0.0
Peru,2018,5.68,9.456,0.845,68.1,0.83,-0.178,0.906,Latin America and Caribbean,1,5.68,9.456,0.845,68.1,0.83,-0.178,0.906,0.0
Peru,2019,5.999,9.461,0.809,68.4,0.815,-0.13,0.874,Latin America and Caribbean,1,5.999,9.461,0.809,68.4,0.815,-0.13,0.874,0.0
Peru,2020,5.796800137,9.456313133,0.831075251,68.10023499,0.824766099,-0.16238822,0.893714964,Latin America and Caribbean,1,5.929,9.4358,0.817,67.8,0.8208,-0.1372,0.885,0.1321998630000003
Peru,2021,5.84,9.458,0.832,68.25,0.822,-0.154,0.891,Latin America and Caribbean,1,5.933,9.4466626266,0.8236150501999999,67.980046998,0.8253532198,-0.151677644,0.8869429928000001,0.09299999999999997
Philippines,2017,5.594,9.002,0.851,61.8,0.926,-0.141,0.711,Southeast Asia,1,5.594,9.002,0.851,61.8,0.926,-0.141,0.711,0.0
Philippines,2018,5.869,9.05,0.846,61.9,0.918,-0.108,0.726,Southeast Asia,1,5.869,9.05,0.846,61.9,0.918,-0.108,0.726,0.0
Philippines,2019,6.268,9.095,0.845,62.0,0.91,-0.083,0.748,Southeast Asia,1,6.268,9.095,0.845,62.0,0.91,-0.083,0.748,0.0
Philippines,2020,6.006000042,8.993545532,0.846730053,61.92676163,0.915463448,-0.105463006,0.733634114,Southeast Asia,1,5.088,8.9986,0.8433999999999999,61.8,0.9148,-0.0908,0.7464000000000001,0.9180000420000001
Philippines,2021,5.88,9.076,0.83,62.0,0.917,-0.097,0.742,Southeast Asia,1,5.078,9.0181091064,0.8419460105999999,61.86535232600001,0.9154926896,-0.1016926011999999,0.7421268228000001,0.8019999999999996
Poland,2017,6.201,10.314,0.882,68.9,0.831,-0.122,0.639,Central and Eastern Europe,1,6.201,10.314,0.882,68.9,0.831,-0.122,0.639,0.0
Poland,2018,6.111,10.366,0.863,69.3,0.87,-0.254,0.72,Central and Eastern Europe,1,6.111,10.366,0.863,69.3,0.87,-0.254,0.72,0.0
Poland,2019,6.242,10.407,0.878,69.7,0.883,-0.231,0.696,Central and Eastern Europe,1,6.242,10.407,0.878,69.7,0.883,-0.231,0.696,0.0
Poland,2020,6.186299801,10.26512432,0.874257445,69.31113434,0.862055779,-0.205084071,0.686927021,Central and Eastern Europe,1,5.906,10.3176,0.8865999999999999,68.9,0.8496,-0.1582,0.7425999999999998,0.28029980099999996
Poland,2021,6.166,10.382,0.898,69.702,0.841,-0.165,0.735,Central and Eastern Europe,1,5.905,10.323624864,0.8828514890000001,69.142226868,0.8634111558,-0.1806168142,0.7179854041999999,0.2610000000000001
Portugal,2017,5.711,10.407,0.9,72.2,0.905,-0.176,0.881,Western Europe,2,5.711,10.407,0.9,72.2,0.905,-0.176,0.881,0.0
Portugal,2018,5.92,10.434,0.887,72.4,0.877,-0.261,0.88,Western Europe,2,5.92,10.434,0.887,72.4,0.877,-0.261,0.88,0.0
Portugal,2019,6.095,10.457,0.876,72.6,0.882,-0.234,0.915,Western Europe,2,6.095,10.457,0.876,72.6,0.882,-0.234,0.915,0.0
Portugal,2020,5.910900116,10.26374245,0.886590719,72.40202332,0.888747811,-0.220714301,0.892629504,Western Europe,2,6.209,10.403,0.8868,72.2,0.8603999999999999,-0.2118,0.9078,0.298099884
Portugal,2021,5.929,10.421,0.879,72.6,0.892,-0.244,0.887,Western Europe,2,6.218,10.38634849,0.8909181438000001,72.320404664,0.8781495622000002,-0.2233428602,0.8981259008,0.2889999999999997
Romania,2017,6.09,10.211,0.811,66.9,0.839,-0.16,0.926,Central and Eastern Europe,1,6.09,10.211,0.811,66.9,0.839,-0.16,0.926,0.0
Romania,2018,6.151,10.26,0.818,67.2,0.845,-0.217,0.921,Central and Eastern Europe,1,6.151,10.26,0.818,67.2,0.845,-0.217,0.921,0.0
Romania,2019,6.13,10.306,0.842,67.5,0.848,-0.221,0.954,Central and Eastern Europe,1,6.13,10.306,0.842,67.5,0.848,-0.221,0.954,0.0
Romania,2020,6.123700142,10.107584,0.825161517,67.20723724,0.842823207,-0.19781521,0.934300244,Central and Eastern Europe,1,5.579,10.1992,0.8134,66.9,0.8299999999999998,-0.1708,0.9424,0.5447001419999999
Romania,2021,6.14,10.284,0.832,67.355,0.845,-0.219,0.938,Central and Eastern Europe,1,5.592,10.2041168,0.8210323034,67.08144744799999,0.8393646414000001,-0.182163042,0.9368600488,0.548
Russia,2017,5.579,10.166,0.896,63.9,0.731,-0.145,0.862,Commonwealth of Independent States,1,5.579,10.166,0.896,63.9,0.731,-0.145,0.862,0.0
Russia,2018,5.514,10.191,0.909,64.3,0.729,-0.147,0.865,Commonwealth of Independent States,1,5.514,10.191,0.909,64.3,0.729,-0.147,0.865,0.0
Russia,2019,5.441,10.205,0.91,64.7,0.715,-0.116,0.848,Commonwealth of Independent States,1,5.441,10.205,0.91,64.7,0.715,-0.116,0.848,0.0
Russia,2020,5.546000004,10.12887192,0.903150737,64.10045624,0.729892612,-0.151153743,0.864802599,Commonwealth of Independent States,1,5.58,10.172,0.91,63.9,0.7148,-0.152,0.8826,0.033999996000000365
Russia,2021,5.477,10.189,0.903,64.703,0.718,-0.111,0.845,Commonwealth of Independent States,1,5.578,10.167974384,0.9058301474,64.10009124799998,0.7237785224,-0.1480307486,0.8729605198,0.10099999999999998
Rwanda,2017,3.108,7.588,0.517,60.5,0.908,0.051,0.214,Sub-Saharan Africa,0,3.108,7.588,0.517,60.5,0.908,0.051,0.214,0.0
Rwanda,2018,3.561,7.644,0.616,61.1,0.924,0.057,0.164,Sub-Saharan Africa,0,3.561,7.644,0.616,61.1,0.924,0.057,0.164,0.0
Rwanda,2019,3.268,7.708,0.489,61.7,0.869,0.064,0.168,Sub-Saharan Africa,0,3.268,7.708,0.489,61.7,0.869,0.064,0.168,0.0
Rwanda,2020,3.312299967,7.600104332,0.54083544,61.09884644,0.900589406,0.055483952,0.183541179,Sub-Saharan Africa,0,4.467,7.611999999999999,0.593,60.5,0.904,0.0444,0.16,1.1547000329999997
Rwanda,2021,3.415,7.676,0.552,61.4,0.897,0.061,0.167,Sub-Saharan Africa,0,4.405,7.6232208664,0.565567088,60.859769288,0.9025178812,0.0504967904,0.1777082358,0.9900000000000002
Saudi Arabia,2017,6.294,10.764,0.84,66.0,0.814,-0.131,0.6038731706666667,Middle East and North Africa,1,6.294,10.764,0.84,66.0,0.814,-0.131,0.6038731706666667,0.0
Saudi Arabia,2018,6.356,10.771,0.868,66.3,0.855,-0.192,0.6038731706666667,Middle East and North Africa,1,6.356,10.771,0.868,66.3,0.855,-0.192,0.6038731706666667,0.0
Saudi Arabia,2019,6.561,10.757,0.912,66.6,0.891,-0.147,0.6038731706666667,Middle East and North Africa,1,6.561,10.757,0.912,66.6,0.891,-0.147,0.6038731706666667,0.0
Saudi Arabia,2020,6.406499863,10.79781246,0.874067068,66.30514526,0.854191244,-0.168695062,0.682619512,Middle East and North Africa,1,6.032,10.7764,0.866,66.0,0.8308,-0.1294,0.6038731706666667,0.3744998629999996
Saudi Arabia,2021,6.494,10.743,0.891,66.603,0.877,-0.149,0.684,Middle East and North Africa,1,6.029,10.776362492,0.8768134136000001,66.18102905200001,0.8376382488,-0.1541390124,0.6196224389333334,0.46499999999999986
Senegal,2017,4.683,8.072,0.744,59.2,0.687,-0.044,0.825,Sub-Saharan Africa,0,4.683,8.072,0.744,59.2,0.687,-0.044,0.825,0.0
Senegal,2018,4.769,8.106,0.739,59.6,0.629,-0.074,0.805,Sub-Saharan Africa,0,4.769,8.106,0.739,59.6,0.629,-0.074,0.805,0.0
Senegal,2019,5.489,8.13,0.688,60.0,0.759,-0.019,0.796,Sub-Saharan Africa,0,5.489,8.13,0.688,60.0,0.759,-0.019,0.796,0.0
Senegal,2020,4.980800152,8.118982315,0.723616004,59.59915161,0.690596163,-0.052335154,0.808785141,Sub-Saharan Africa,0,4.343,8.0664,0.7424,59.2,0.7078,-0.0668,0.797,0.6378001519999996
Senegal,2021,5.132,8.118,0.71,59.802,0.695,-0.046,0.801,Sub-Saharan Africa,0,4.349,8.091196463,0.7467232008,59.439830322,0.7019192326,-0.0550670308,0.8057570282000001,0.7829999999999995
Serbia,2017,5.122,9.713,0.884,67.8,0.685,-0.077,0.851,Central and Eastern Europe,1,5.122,9.713,0.884,67.8,0.685,-0.077,0.851,0.0
Serbia,2018,5.936,9.762,0.853,68.2,0.74,-0.1,0.864,Central and Eastern Europe,1,5.936,9.762,0.853,68.2,0.74,-0.1,0.864,0.0
Serbia,2019,6.241,9.808,0.903,68.6,0.753,-0.04,0.813,Central and Eastern Europe,1,6.241,9.808,0.903,68.6,0.753,-0.04,0.813,0.0
Serbia,2020,5.77820015,9.680980682,0.881475747,68.21020508,0.726495862,-0.073676221,0.843509018,Central and Eastern Europe,1,5.429,9.724,0.8701999999999999,67.8,0.6676,-0.0694,0.8554,0.3492001499999997
Serbia,2021,6.078,9.787,0.873,68.6,0.778,0.002,0.835,Central and Eastern Europe,1,5.488,9.7303961364,0.8832951494,68.042041016,0.7036991724,-0.0717352442,0.8523018036,0.5899999999999999
Sierra Leone,2017,4.09,7.404,0.652,49.2,0.711,0.079,0.848,Sub-Saharan Africa,0,4.09,7.404,0.652,49.2,0.711,0.079,0.848,0.0
Sierra Leone,2018,4.306,7.417,0.65,50.8,0.716,0.095,0.856,Sub-Saharan Africa,0,4.306,7.417,0.65,50.8,0.716,0.095,0.856,0.0
Sierra Leone,2019,3.447,7.449,0.611,52.4,0.718,0.074,0.874,Sub-Saharan Africa,0,3.447,7.449,0.611,52.4,0.718,0.074,0.874,0.0
Sierra Leone,2020,3.926399946,7.26880312,0.636142015,50.86514282,0.715315044,0.088660747,0.861330688,Sub-Saharan Africa,0,3.823,7.4002,0.6362,49.2,0.6900000000000001,0.0808,0.8532,0.10339994600000013
Sierra Leone,2021,3.849,7.434,0.63,51.651,0.717,0.084,0.866,Sub-Saharan Africa,0,3.847,7.384560624,0.6412284030000001,50.173028564000006,0.7082630087999999,0.0885321494,0.8604661375999999,0.002000000000000224
Singapore,2017,6.378,11.461,0.897,76.5,0.926,0.136,0.162,Southeast Asia,1,6.378,11.461,0.897,76.5,0.926,0.136,0.162,0.0
Singapore,2018,6.375,11.49,0.903,76.8,0.916,-0.066,0.097,Southeast Asia,1,6.375,11.49,0.903,76.8,0.916,-0.066,0.097,0.0
Singapore,2019,6.378,11.486,0.925,77.1,0.938,0.027,0.07,Southeast Asia,1,6.378,11.486,0.925,77.1,0.938,0.027,0.07,0.0
Singapore,2020,6.377099991,11.39552116,0.910268962,76.80458069,0.926645339,0.029879224,0.109784193,Southeast Asia,1,6.708,11.4512,0.9032,76.5,0.9142,0.078,0.095,0.3309000090000005
Singapore,2021,6.377,11.488,0.915,76.953,0.927,-0.018,0.082,Southeast Asia,1,6.708,11.450304232000002,0.9120537924,76.680916138,0.9221290678,0.0539758448,0.0971568386,0.3310000000000004
Slovakia,2017,6.366,10.339,0.913,68.6,0.714,-0.055,0.92,Central and Eastern Europe,1,6.366,10.339,0.913,68.6,0.714,-0.055,0.92,0.0
Slovakia,2018,6.235,10.376,0.922,68.9,0.758,-0.167,0.91,Central and Eastern Europe,1,6.235,10.376,0.922,68.9,0.758,-0.167,0.91,0.0
Slovakia,2019,6.243,10.398,0.933,69.2,0.771,-0.129,0.926,Central and Eastern Europe,1,6.243,10.398,0.933,69.2,0.771,-0.129,0.926,0.0
